Date,ABB,GEBERIT,GIVAUDAN,HOLCIM,KUEHNE+NAGEL,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SIKA,SONOVA,SWISS LIFE,SWISS RE,SWISSCOM,UBS,ZURICH,SMI
2023-09-22,32.26,451.3,2967.0,58.04,264.3,64.06,426.3,106.9,91.94,1021.5,117.05,249.4,236.7,216.4,573.4,94.14,552.0,25.35,426.9,11014.76
2023-09-21,32.62,453.7,2948.0,59.12,267.3,64.46,426.3,107.92,92.71,1019.0,115.2,251.05,239.9,219.9,574.0,95.02,556.0,25.66,430.3,11084.74
2023-09-20,32.88,456.3,2965.0,59.58,269.0,64.34,440.7,106.72,92.89,1053.0,115.55,256.1,242.8,218.0,576.0,95.0,551.0,26.18,429.8,11154.11
2023-09-19,32.64,447.2,2831.0,58.56,264.8,64.54,430.1,105.6,92.0,1051.0,117.7,257.05,239.1,215.8,576.0,94.68,548.2,26.06,427.3,11068.7
2023-09-18,33.03,452.7,2843.0,58.34,267.1,64.18,424.3,105.72,92.02,1029.5,119.85,257.95,240.7,218.9,569.8,93.68,548.2,25.97,426.3,11090.61
2023-09-15,32.78,457.4,2869.0,58.72,265.1,64.04,497.4,105.42,92.26,1041.5,121.7,261.35,244.5,224.2,579.8,94.02,547.4,26.02,425.7,11197.72
2023-09-14,32.51,451.0,2843.0,58.12,263.5,62.74,489.3,104.96,91.23,1039.5,118.3,259.55,239.6,221.7,577.8,93.06,545.2,26.19,423.8,11098.32
2023-09-13,32.19,446.0,2815.0,57.32,256.5,62.94,485.7,104.3,89.82,1029.5,116.35,256.6,237.0,218.8,569.8,91.74,544.4,25.99,418.7,10976.38
2023-09-12,32.94,445.8,2840.0,57.18,259.6,63.0,484.7,105.14,89.67,1028.0,116.75,254.65,237.6,219.5,566.6,91.04,542.8,25.79,417.5,10987.13
2023-09-11,33.0,448.9,2883.0,57.06,260.1,62.9,487.2,106.1,88.31,1016.0,117.0,253.9,243.1,217.1,563.2,90.34,542.2,25.62,414.6,10972.21
2023-09-08,32.87,447.2,2900.0,56.74,260.1,62.9,483.8,105.22,88.12,1021.5,117.0,256.7,242.6,215.2,558.2,88.92,541.8,25.5,411.0,10948.59
2023-09-07,33.35,449.6,2915.0,57.28,260.9,63.1,492.4,105.2,88.63,1013.5,116.05,256.65,249.1,222.3,558.2,88.48,540.4,25.74,413.6,10993.43
2023-09-06,33.48,450.1,2927.0,57.12,259.1,64.08,496.1,104.2,87.21,1021.0,117.0,252.4,245.5,228.0,565.6,86.8,533.8,25.81,413.5,10924.42
2023-09-05,33.02,450.4,2894.0,56.92,255.7,63.06,494.4,103.74,87.79,1028.0,123.45,253.9,241.8,228.6,553.8,85.8,529.2,26.4,413.5,10958.9
2023-09-04,33.32,456.4,2922.0,57.66,256.4,62.14,495.3,105.04,89.03,964.4,125.6,257.65,247.5,232.9,551.2,85.08,534.0,26.34,412.3,11053.59
2023-09-01,33.31,455.4,2929.0,58.16,260.7,61.52,492.5,105.46,89.35,953.8,124.6,259.45,247.0,233.1,555.8,85.64,535.0,26.34,415.5,11075.15
2023-08-31,33.69,458.6,2948.0,58.56,265.9,61.26,488.9,106.4,89.31,955.2,125.6,260.3,250.4,233.7,554.6,85.9,538.0,26.71,415.0,11125.95
2023-08-30,33.64,453.8,2921.0,58.24,272.8,60.34,483.2,106.32,89.93,944.6,126.45,261.8,246.3,234.0,546.0,85.74,535.2,25.29,412.9,11090.22
2023-08-29,33.63,451.7,2901.0,58.36,272.7,60.62,479.9,106.96,90.57,946.0,126.65,261.05,246.0,232.5,548.6,85.9,533.8,25.14,413.2,11106.24
2023-08-28,33.35,448.3,2863.0,58.12,268.3,59.9,475.5,106.56,90.46,929.0,124.65,259.15,242.6,234.5,541.4,85.24,532.2,24.93,410.1,11032.76
2023-08-25,32.91,443.2,2849.0,57.52,264.4,59.1,473.3,106.24,89.72,916.8,123.0,259.2,239.7,234.7,537.4,84.6,530.4,24.58,407.3,10956.9
2023-08-24,32.8,444.8,2844.0,57.58,262.6,59.14,477.5,105.7,89.86,923.4,124.0,260.15,240.9,235.3,542.8,84.5,530.0,24.65,407.1,10976.83
2023-08-23,32.89,444.8,2804.0,57.98,264.5,59.96,480.0,104.72,90.37,921.0,123.5,262.55,246.2,234.1,540.8,84.2,529.8,24.32,406.6,10973.64
2023-08-22,32.74,442.9,2745.0,58.88,266.9,59.38,469.1,104.16,90.64,924.2,123.2,253.05,245.1,233.9,540.4,83.18,525.8,23.73,405.3,10875.68
2023-08-21,32.45,441.4,2740.0,58.34,268.6,58.38,469.9,104.16,90.0,920.8,123.2,254.3,244.9,232.8,540.8,83.66,529.6,23.49,407.3,10848.34
2023-08-18,32.57,442.8,2751.0,59.34,269.0,58.16,471.9,103.86,89.39,923.4,122.65,255.05,247.5,230.8,536.8,83.88,528.4,23.43,405.7,10839.06
2023-08-17,32.5,441.5,2772.0,59.56,270.4,58.16,473.2,103.3,89.86,924.8,124.4,257.95,250.6,232.8,539.0,84.36,527.2,23.5,407.6,10884.89
2023-08-16,33.41,467.7,2815.0,60.02,274.6,59.32,479.8,104.22,90.09,939.6,126.25,260.6,257.4,235.8,544.8,84.4,532.4,23.4,410.9,10992.31
2023-08-15,33.55,470.7,2805.0,60.0,273.8,59.7,487.9,103.0,90.23,944.6,126.35,262.25,258.1,234.9,545.6,84.82,531.8,23.41,411.0,10985.22
2023-08-14,33.99,476.7,2865.0,59.92,274.4,59.46,494.2,104.5,90.92,959.2,129.45,264.85,262.5,236.3,554.0,85.56,534.4,23.59,414.7,11110.11
2023-08-11,33.81,474.3,2852.0,59.84,272.4,59.14,494.9,104.08,90.78,956.8,130.3,265.15,262.8,235.3,551.8,85.18,534.6,23.36,414.4,11081.63
2023-08-10,33.65,483.7,2897.0,60.4,275.9,60.02,498.1,105.04,90.58,974.0,134.1,266.9,268.3,238.1,554.8,87.56,534.0,22.12,422.8,11149.79
2023-08-09,34.4,481.9,2838.0,60.06,270.5,59.2,489.0,104.3,90.67,949.2,130.8,265.6,265.5,234.4,547.2,87.32,530.8,21.96,420.2,11081.54
2023-08-08,34.14,482.9,2848.0,60.16,269.4,59.26,491.2,104.04,89.98,959.4,130.7,266.45,267.5,234.8,543.2,87.48,527.8,22.03,417.1,11057.32
2023-08-07,34.56,490.6,2875.0,60.74,273.5,59.86,490.2,104.36,89.85,974.0,134.05,264.85,271.1,235.7,551.0,87.44,527.0,22.17,418.9,11107.47
2023-08-04,34.52,492.1,2867.0,60.7,271.6,60.26,493.0,104.16,89.07,974.0,135.25,265.05,279.0,235.2,545.6,87.68,528.2,21.88,416.9,11098.48
2023-08-03,34.25,484.1,2851.0,60.48,268.6,60.12,490.0,105.36,89.06,955.0,134.9,266.95,268.2,233.1,536.4,89.1,532.6,21.66,413.4,11087.18
2023-08-02,34.76,485.7,2881.0,60.62,271.2,60.0,497.8,107.3,90.76,958.6,135.3,269.8,270.4,233.7,538.8,88.62,557.8,21.41,416.0,11212.7
2023-08-01,34.86,493.4,2939.0,60.6,272.4,61.48,505.2,106.88,91.07,978.0,140.3,270.6,270.7,242.5,552.8,90.9,560.4,21.86,420.8,11309.25
2023-07-31,34.86,493.4,2939.0,60.6,272.4,61.48,505.2,106.88,91.07,978.0,140.3,270.6,270.7,242.5,552.8,90.9,560.4,22.17,420.8,11309.25
2023-07-28,34.9,495.2,2943.0,61.92,270.6,61.42,504.6,107.36,90.25,984.0,140.0,269.4,271.4,241.7,555.8,93.4,564.0,22.26,427.1,11317.74
2023-07-27,35.3,496.6,2951.0,61.64,276.5,62.78,501.4,108.0,90.75,993.2,140.3,272.45,272.0,244.2,558.6,93.38,563.2,21.72,427.6,11373.21
2023-07-26,34.69,483.6,2892.0,59.56,273.2,61.62,490.4,105.24,89.74,978.2,136.3,271.0,260.8,238.6,552.8,93.44,560.6,21.9,424.2,11183.55
2023-07-25,35.15,484.5,2907.0,59.72,275.2,61.74,496.2,104.6,90.77,975.8,138.35,273.15,262.3,240.7,548.8,93.54,559.0,21.71,423.2,11231.41
2023-07-24,35.1,474.6,2873.0,59.2,265.2,54.96,485.5,104.4,90.8,969.4,138.2,273.5,257.4,238.4,544.2,93.28,561.0,21.42,422.3,11177.68
2023-07-21,34.9,476.9,2849.0,59.8,266.6,55.0,490.9,104.66,91.27,965.0,139.0,274.6,258.2,237.8,545.6,93.16,557.8,21.29,424.2,11207.38
2023-07-20,34.58,474.2,2922.0,59.7,268.0,54.66,552.4,104.06,90.95,948.2,136.9,273.8,258.0,238.6,545.0,92.54,558.2,21.24,420.0,11201.55
2023-07-19,33.45,474.1,2973.0,58.94,268.6,54.7,553.2,104.76,88.95,952.6,138.4,271.15,256.3,239.3,535.0,91.0,553.6,21.33,411.9,11120.15
2023-07-18,34.03,469.0,2956.0,58.98,270.8,54.76,550.8,104.38,88.86,927.4,141.55,269.3,254.1,236.3,532.2,91.0,551.6,21.33,408.8,11103.55
2023-07-17,33.89,465.4,2944.0,58.66,270.4,54.76,541.2,104.74,84.92,920.0,137.9,268.2,253.0,234.7,528.2,90.38,555.8,21.06,408.3,10976.2
2023-07-14,34.1,471.4,2998.0,59.12,273.3,54.4,544.4,105.2,84.96,934.8,153.95,271.2,251.3,238.9,528.4,90.14,554.2,20.91,409.8,11110.19
2023-07-13,34.01,464.5,2992.0,59.06,272.8,53.84,531.2,105.1,84.6,834.6,152.35,267.6,247.2,235.9,529.8,90.62,550.4,21.14,409.9,11021.66
2023-07-12,34.21,469.2,3007.0,58.9,270.3,53.5,533.8,104.7,85.04,822.0,151.3,265.95,254.2,234.1,526.8,90.48,550.2,20.69,411.4,11019.03
2023-07-11,33.66,454.0,2966.0,58.06,264.0,53.34,530.8,105.08,85.57,809.4,147.55,264.85,254.3,233.9,519.4,89.16,543.4,20.31,409.6,10962.59
2023-07-10,33.57,445.7,2926.0,57.18,261.0,52.98,528.6,105.58,85.78,801.0,144.1,265.25,246.1,231.5,514.2,88.6,545.2,20.04,410.0,10922.01
2023-07-07,33.57,444.6,2927.0,56.4,261.7,53.2,525.0,104.66,84.91,803.2,143.8,265.2,244.8,232.5,516.2,88.84,551.2,19.85,410.5,10874.9
2023-07-06,33.69,441.3,2929.0,56.34,260.1,52.06,528.4,106.08,87.67,788.8,144.25,270.7,245.1,230.6,512.6,86.8,555.2,19.39,413.9,10986.78
2023-07-05,34.26,455.3,2973.0,58.64,265.0,53.38,530.8,106.9,88.96,818.8,148.9,276.8,252.8,234.1,522.6,88.48,560.2,19.89,420.3,11193.92
2023-07-04,34.4,463.2,3004.0,58.8,267.8,53.5,530.6,106.96,88.82,821.4,150.3,274.75,253.6,235.4,526.6,89.48,558.4,20.47,425.0,11217.34
2023-07-03,34.61,462.8,2958.0,60.2,263.2,52.76,529.4,107.84,88.54,816.6,150.15,273.45,252.3,232.1,524.8,90.46,559.2,20.47,426.4,11219.15
2023-06-30,35.18,468.1,2965.0,60.2,264.7,53.24,533.4,107.6,90.0,841.6,151.65,273.5,255.7,238.2,523.0,90.04,557.8,20.27,424.9,11280.29
2023-06-29,34.47,459.8,2908.0,59.8,260.7,52.54,523.0,106.92,89.13,831.4,150.35,273.2,247.0,234.2,514.6,89.72,558.0,20.01,422.4,11170.51
2023-06-28,35.0,464.9,2954.0,59.86,264.5,52.24,529.2,106.98,88.53,836.6,149.45,274.75,248.9,237.3,513.6,89.08,555.6,19.83,422.5,11183.55
2023-06-27,34.75,457.7,2934.0,59.5,262.5,51.1,515.6,107.9,88.72,813.2,149.0,270.65,245.9,233.0,537.2,89.42,555.6,19.88,425.9,11142.65
2023-06-26,34.38,455.9,2966.0,59.44,259.4,49.83,521.8,108.0,88.92,816.0,147.25,273.0,243.3,232.8,529.6,88.04,555.0,19.56,424.4,11141.9
2023-06-23,34.3,454.7,2958.0,59.56,258.6,49.9,529.8,108.78,90.69,817.8,146.15,276.5,240.5,233.2,529.8,88.5,556.2,19.76,424.8,11221.22
2023-06-22,34.46,452.0,2916.0,59.6,256.9,49.93,527.0,108.18,90.06,835.6,148.2,274.85,237.7,231.6,528.8,87.72,551.0,19.9,421.5,11183.42
2023-06-21,34.64,450.7,2883.0,59.86,255.8,48.51,528.2,108.1,90.52,834.2,145.6,273.85,237.3,230.0,533.4,87.24,553.0,20.05,421.6,11173.65
2023-06-20,34.74,459.1,2892.0,59.08,257.9,50.3,531.6,107.36,90.66,859.2,146.75,275.6,242.0,233.8,537.2,87.64,557.8,20.09,425.6,11215.91
2023-06-19,35.24,472.3,2895.0,59.1,258.4,50.66,549.0,108.0,90.85,874.0,148.0,276.15,251.3,235.9,537.0,87.92,558.4,20.41,428.3,11306.64
2023-06-16,35.49,488.3,2932.0,59.46,261.3,51.26,567.6,108.06,90.76,885.6,150.45,279.85,258.5,240.2,537.8,88.32,560.4,20.41,428.7,11386.26
2023-06-15,35.47,487.8,2877.0,59.4,258.9,51.34,564.6,107.92,90.37,880.0,145.95,275.5,258.1,237.3,536.8,88.26,556.0,20.42,428.0,11302.83
2023-06-14,35.41,491.2,2884.0,59.86,260.0,50.74,569.0,106.52,89.66,887.2,147.05,274.55,259.7,237.6,540.6,88.46,552.2,20.49,426.4,11278.3
2023-06-13,35.28,493.0,2905.0,59.28,256.6,58.0,565.2,106.64,89.99,885.8,147.95,280.3,257.7,240.7,535.6,88.46,547.2,20.28,425.3,11327.27
2023-06-12,34.81,490.9,2889.0,58.84,244.6,57.44,561.8,107.16,90.84,863.8,145.05,280.05,253.2,241.3,536.2,88.38,547.8,20.29,426.4,11301.25
2023-06-09,34.5,486.6,2860.0,58.06,244.5,57.0,562.8,107.16,90.17,838.0,141.9,282.1,247.6,240.0,534.2,88.14,557.2,20.19,426.8,11254.42
2023-06-08,34.24,496.9,2951.0,58.48,249.8,56.92,578.0,107.0,90.37,839.8,143.0,283.95,253.5,240.6,532.6,89.7,554.4,20.25,427.3,11308.9
2023-06-07,34.1,498.5,2965.0,57.56,251.6,57.12,583.0,107.82,89.5,834.2,143.9,287.85,255.5,238.8,534.2,91.26,561.8,20.26,430.1,11348.11
2023-06-06,34.0,501.4,3033.0,57.38,255.2,57.34,597.8,109.16,90.52,843.0,144.2,292.15,257.0,239.0,538.6,92.44,568.0,20.3,434.7,11468.27
2023-06-05,33.93,494.0,2997.0,57.48,260.0,57.32,577.0,108.78,90.38,832.0,144.95,291.45,255.5,235.1,532.8,92.28,568.6,20.0,431.7,11415.0
2023-06-02,33.94,498.5,3043.0,57.24,264.3,57.52,586.8,109.6,89.37,841.6,145.75,292.8,255.8,239.2,538.0,93.2,568.8,19.97,432.3,11443.35
2023-06-01,33.52,488.0,3026.0,56.3,258.8,57.84,575.8,108.78,88.06,825.2,142.5,289.75,248.8,235.7,529.4,92.78,575.8,19.52,429.0,11296.28
2023-05-31,33.26,482.4,2996.0,56.14,259.1,58.36,569.4,107.9,87.16,820.8,144.55,288.2,248.4,233.4,526.0,91.22,576.8,18.91,426.0,11217.89
2023-05-30,33.69,489.0,3023.0,56.0,262.6,58.88,566.8,108.34,87.02,825.6,150.4,287.9,249.3,235.6,531.6,91.96,573.4,19.47,427.3,11282.45
2023-05-26,33.7,491.3,3051.0,56.5,261.7,59.78,572.0,112.06,88.91,824.4,149.7,290.7,251.5,238.7,532.2,91.34,573.4,19.85,425.6,11434.24
2023-05-25,33.18,485.5,3011.0,56.3,255.4,58.34,565.0,111.3,88.55,840.8,146.65,287.5,247.0,238.2,525.4,90.12,575.6,19.6,421.4,11325.26
2023-05-24,32.78,485.9,3016.0,56.48,254.7,57.72,563.4,112.22,90.59,825.4,144.1,288.8,247.3,239.0,525.6,90.26,583.6,19.67,423.1,11383.14
2023-05-23,33.27,491.6,3020.0,57.46,259.2,58.76,580.4,112.42,90.81,861.8,148.45,286.55,250.2,245.9,537.0,92.12,583.0,19.87,432.4,11484.9
2023-05-22,33.69,499.8,3021.0,58.76,262.4,59.22,577.2,112.96,91.24,856.4,153.85,286.4,256.9,253.8,536.0,91.16,583.0,20.19,428.6,11553.23
2023-05-19,33.89,506.8,3052.0,59.18,259.4,59.08,578.0,113.82,90.51,855.0,152.95,288.25,257.2,255.8,535.4,91.72,584.6,20.09,428.1,11571.16
2023-05-18,33.13,494.4,3009.0,58.52,256.2,56.76,565.6,113.28,91.06,824.8,154.85,283.4,249.4,247.0,526.8,89.4,585.4,19.68,418.5,11437.78
2023-05-17,33.13,494.4,3009.0,58.52,256.2,56.76,565.6,113.28,91.06,824.8,154.85,283.4,249.4,247.0,526.8,89.4,585.4,19.54,418.5,11437.78
2023-05-16,32.93,496.2,3126.0,58.56,259.0,57.14,581.8,114.46,92.5,830.6,154.7,282.3,251.6,248.8,531.4,89.28,595.0,19.1,429.3,11519.87
2023-05-15,33.1,502.8,3165.0,58.42,262.4,56.78,584.4,114.86,92.49,849.0,155.65,284.25,250.8,278.6,539.2,89.78,594.6,19.38,430.3,11578.25
2023-05-12,33.12,501.0,3166.0,58.32,262.4,56.68,574.6,114.98,92.53,853.4,154.7,284.75,251.0,280.0,533.2,90.0,590.4,19.16,427.2,11564.73
2023-05-11,32.94,502.8,3183.0,57.72,259.5,57.34,576.8,115.18,92.58,847.0,149.45,282.45,250.8,283.5,537.2,89.46,592.4,19.19,426.8,11522.97
2023-05-10,32.6,501.2,3111.0,57.66,273.5,56.94,565.8,114.58,91.94,847.2,146.7,280.2,248.0,282.9,555.4,89.04,594.0,19.39,426.6,11447.23
2023-05-09,32.53,510.8,3116.0,58.22,273.4,56.68,563.8,116.42,93.46,841.8,148.35,283.6,247.4,275.6,562.4,91.16,605.2,19.6,432.5,11546.04
2023-05-08,32.22,512.6,3158.0,60.16,273.8,57.2,578.2,116.38,93.71,856.0,150.6,284.1,249.1,286.5,556.6,89.82,602.0,19.66,431.9,11595.25
2023-05-05,32.04,513.4,3174.0,60.04,270.8,57.36,580.4,116.46,93.21,861.0,147.95,283.7,249.1,287.5,548.2,88.78,605.4,19.72,429.4,11554.24
2023-05-04,31.73,510.2,3128.0,59.1,267.7,56.3,580.8,115.6,92.69,849.0,148.25,282.0,245.1,283.0,541.2,87.92,605.2,18.96,425.2,11456.37
2023-05-03,32.05,503.4,3108.0,58.96,268.2,55.4,582.0,116.12,92.51,854.8,151.25,281.1,244.5,283.6,549.2,89.56,619.4,19.35,428.5,11506.19
2023-05-02,31.93,499.4,3099.0,58.54,265.4,56.22,553.4,114.56,92.22,844.4,147.9,280.65,242.8,278.2,574.0,88.56,614.8,19.91,425.2,11423.33
2023-05-01,32.12,506.8,3122.0,58.82,263.9,52.52,553.8,114.52,91.13,863.2,146.95,280.35,245.4,281.8,586.8,89.72,613.0,20.04,431.8,11437.14
2023-04-28,32.12,506.8,3122.0,58.82,263.9,52.52,553.8,114.52,91.13,863.2,146.95,280.35,245.4,281.8,586.8,89.72,613.0,20.25,431.8,11437.14
2023-04-27,32.25,495.9,3099.0,58.56,263.4,50.94,549.6,113.7,91.35,842.0,149.25,276.2,240.4,279.3,584.2,88.88,614.4,20.31,425.2,11361.89
2023-04-26,31.92,484.8,3110.0,58.68,260.0,50.72,546.0,115.04,91.66,835.6,147.6,274.65,240.3,278.9,583.4,88.92,609.2,19.96,426.4,11364.91
2023-04-25,32.78,489.3,3168.0,59.38,260.4,50.36,556.8,115.52,93.12,847.6,150.4,281.9,242.2,285.6,588.0,89.1,605.6,19.6,429.0,11513.12
2023-04-24,31.67,497.1,3183.0,59.54,269.7,50.9,578.6,114.66,89.51,863.2,151.75,280.75,248.5,290.5,594.2,89.78,605.0,20.56,433.2,11467.2
2023-04-21,31.57,494.4,3172.0,58.76,269.9,50.94,574.2,116.3,88.91,856.0,150.75,281.05,249.8,289.2,597.0,89.32,605.6,20.29,431.0,11460.58
2023-04-20,31.53,502.2,3150.0,58.92,271.8,50.84,569.4,114.74,88.15,859.0,150.35,277.6,249.9,284.2,599.4,90.18,603.6,20.36,433.1,11390.64
2023-04-19,31.58,502.8,3108.0,58.64,271.2,51.66,580.2,114.3,88.24,856.2,149.55,275.2,250.6,285.9,600.4,89.08,602.8,20.82,427.1,11366.22
2023-04-18,31.85,504.8,3105.0,58.7,270.7,52.94,586.4,114.0,87.73,853.6,148.75,276.35,249.7,288.0,594.2,88.48,602.8,21.01,419.3,11358.98
2023-04-17,31.68,496.8,3081.0,58.48,269.4,53.02,590.2,113.6,88.1,844.6,146.3,277.95,241.1,280.0,587.2,85.32,602.0,21.08,416.5,11311.76
2023-04-14,31.51,492.9,3088.0,57.9,261.3,52.22,586.8,112.98,87.45,874.2,149.65,277.0,241.7,278.4,597.2,88.76,599.0,21.91,421.7,11342.86
2023-04-13,30.84,487.1,3073.0,56.96,265.4,50.92,581.4,111.62,87.11,859.6,145.0,276.55,238.2,282.7,591.2,94.14,600.6,21.63,427.5,11258.95
2023-04-12,31.05,485.8,3094.0,56.58,263.1,51.1,575.6,112.94,86.75,850.2,138.9,275.4,235.3,278.1,593.0,94.52,601.4,21.27,432.8,11231.99
2023-04-11,30.66,488.8,3063.0,56.4,262.3,51.34,569.6,113.42,86.85,849.0,141.65,273.65,236.6,276.0,592.0,94.5,603.6,21.5,457.9,11265.3
2023-04-10,29.87,481.9,3087.0,55.48,260.5,51.94,567.6,113.72,87.1,844.8,139.75,274.5,230.7,274.2,584.4,94.22,602.6,20.7,452.1,11230.07
2023-04-06,29.87,481.9,3087.0,55.48,260.5,51.94,567.6,113.72,87.1,844.8,139.75,274.5,230.7,274.2,584.4,94.22,602.6,20.76,452.1,11230.07
2023-04-05,30.05,482.8,3034.0,55.3,261.7,51.36,556.8,112.84,86.22,837.2,143.25,267.3,234.7,270.1,561.2,93.06,595.8,20.79,443.5,11115.4
2023-04-04,30.97,504.2,2964.0,58.32,266.1,52.6,544.0,111.3,84.8,845.0,144.7,260.8,247.1,271.0,564.6,93.96,590.0,21.0,440.1,11073.48
2023-04-03,31.38,508.4,2985.0,58.7,265.2,52.14,544.8,112.1,84.38,850.0,145.45,260.3,254.7,267.5,559.6,93.06,588.4,20.7,436.9,11093.09
2023-03-31,31.37,509.2,2973.0,58.9,271.9,53.1,547.4,111.46,83.76,856.8,145.9,260.95,255.5,268.6,563.2,93.84,583.2,21.34,437.7,11106.24
2023-03-30,30.82,506.8,2921.0,58.48,269.6,51.78,543.4,110.74,83.35,847.8,144.55,260.65,252.5,266.8,561.2,93.36,573.0,20.51,436.2,11032.21
2023-03-29,30.08,499.9,2956.0,57.9,266.9,50.46,536.0,112.0,83.0,822.6,143.4,258.85,254.8,260.9,553.0,93.14,594.8,20.1,431.4,10963.31
2023-03-28,29.75,491.3,2888.0,57.5,261.4,48.84,533.6,110.26,83.47,808.4,140.0,256.95,248.8,254.5,541.4,92.24,591.8,19.27,425.0,10839.11
2023-03-27,29.43,489.5,2914.0,56.84,261.0,48.68,538.0,109.54,82.25,823.4,141.15,256.9,249.8,253.5,535.4,91.84,590.4,19.4,421.4,10786.22
2023-03-24,29.79,489.2,2944.0,56.06,258.6,48.36,528.4,109.64,76.36,819.8,139.25,258.4,248.1,249.3,530.0,90.68,587.6,18.99,420.6,10634.04
2023-03-23,30.76,500.8,2949.0,57.6,262.8,49.75,538.8,109.64,75.8,829.0,141.85,258.35,254.6,257.4,535.0,91.26,592.4,19.17,418.3,10718.54
2023-03-22,30.91,500.2,2910.0,58.68,261.7,49.59,539.6,109.66,76.2,824.2,140.95,260.95,254.9,249.7,559.0,92.62,591.8,20.4,420.5,10782.28
2023-03-21,30.65,505.8,2887.0,58.28,255.8,49.31,536.2,107.94,76.89,819.8,140.55,262.7,257.6,245.0,562.6,92.78,589.6,21.05,422.1,10792.58
2023-03-20,30.1,504.4,2972.0,56.92,252.4,49.02,532.2,108.98,76.74,766.6,136.6,261.45,254.5,243.3,540.8,89.28,587.8,18.8,411.2,10643.64
2023-03-17,29.67,499.3,2915.0,55.98,250.9,49.24,533.6,109.34,76.24,750.4,133.4,261.75,254.3,246.6,534.2,87.96,581.8,18.2,401.5,10613.55
2023-03-16,30.09,505.0,2959.0,56.9,249.3,49.5,536.8,109.74,76.99,773.6,136.5,261.3,255.3,245.2,553.0,90.18,585.8,19.26,408.5,10719.1
2023-03-15,29.31,489.4,2868.0,55.68,247.3,48.14,518.6,107.24,75.47,759.6,133.35,265.35,249.8,236.9,538.2,87.0,581.2,18.73,400.0,10516.4
2023-03-14,30.81,497.1,2835.0,57.48,250.7,48.88,522.8,107.16,74.86,792.4,140.1,265.45,255.9,244.7,571.2,91.72,578.6,19.99,416.9,10716.72
2023-03-13,30.05,492.9,2799.0,55.86,243.5,48.36,526.0,106.76,74.72,792.6,137.3,264.25,250.6,240.1,559.2,91.46,579.0,19.36,423.2,10632.05
2023-03-10,30.97,492.5,2730.0,57.92,246.3,48.95,534.0,105.46,74.62,815.0,143.5,263.65,254.2,240.7,577.6,95.6,581.4,20.34,432.8,10765.26
2023-03-09,32.21,505.6,2793.0,58.86,249.9,50.62,540.4,105.66,75.51,869.0,145.65,264.1,260.1,245.9,590.0,98.28,585.8,20.93,446.6,10948.85
2023-03-08,31.88,501.2,2761.0,59.44,248.3,49.88,542.8,105.32,78.6,875.4,146.9,265.75,254.4,240.3,597.4,98.88,585.2,21.39,447.2,11025.26
2023-03-07,31.73,505.0,2801.0,59.18,251.2,48.91,552.4,105.18,79.1,881.6,148.35,267.5,256.0,240.0,592.4,98.24,581.2,21.56,443.8,11064.08
2023-03-06,31.9,510.4,2828.0,59.3,255.5,50.26,564.0,105.0,79.22,898.8,148.45,270.7,263.1,246.4,602.2,98.98,585.8,22.16,445.0,11147.25
2023-03-03,31.72,515.2,2861.0,59.26,252.6,50.34,567.4,107.56,79.35,890.6,145.2,273.85,264.2,243.5,587.2,98.08,585.0,22.12,441.9,11190.09
2023-03-02,31.47,510.4,2864.0,58.94,254.4,50.0,561.2,107.74,79.81,882.4,144.0,273.9,264.1,234.2,587.8,98.08,586.2,21.46,449.5,11165.58
2023-03-01,31.47,504.4,2821.0,57.92,253.3,49.94,559.6,105.6,78.6,879.8,142.65,271.1,261.5,231.4,586.4,97.5,578.6,21.61,446.7,11056.08
2023-02-28,31.28,509.0,2841.0,58.14,241.0,51.48,560.8,106.08,79.28,893.6,141.75,271.8,263.9,231.2,566.2,98.2,580.4,21.78,446.4,11098.35
2023-02-27,31.35,514.8,2901.0,57.94,241.4,51.78,569.4,108.64,80.38,905.4,142.4,274.05,266.4,235.3,566.2,97.54,586.0,21.73,447.2,11219.93
2023-02-24,31.08,511.8,2854.0,56.7,241.1,51.4,567.0,108.32,80.69,903.0,140.75,275.75,264.8,237.5,560.4,97.1,581.4,21.41,444.2,11181.77
2023-02-23,31.4,514.2,2894.0,57.3,243.3,51.38,564.2,108.66,80.51,911.2,144.35,279.5,266.9,239.0,559.0,96.96,579.6,21.63,442.4,11247.75
2023-02-22,31.19,512.8,2891.0,57.12,242.0,50.5,563.2,110.36,81.12,900.4,144.2,281.7,274.4,236.1,559.0,97.08,585.2,21.46,442.2,11300.29
2023-02-21,31.19,510.8,2851.0,57.38,239.7,52.36,560.2,109.62,80.73,904.6,144.45,281.9,273.9,237.9,561.0,96.5,574.0,21.71,440.8,11282.16
2023-02-20,31.45,514.2,2845.0,57.46,244.4,53.32,563.8,109.54,79.86,915.4,143.65,280.05,277.0,238.3,555.8,97.48,575.2,21.94,439.7,11266.68
2023-02-17,31.56,517.2,2850.0,56.84,245.5,53.34,554.4,109.28,80.29,920.8,144.0,279.2,276.9,237.9,554.4,96.14,574.0,21.94,440.5,11256.29
2023-02-16,31.52,516.8,2895.0,56.64,243.4,54.2,555.0,107.9,79.36,932.8,146.6,275.3,264.0,241.0,551.0,96.16,568.6,21.93,438.6,11194.91
